CODIGO;token;;significado;enunciado
PHAD-534;1;imbécil;tonto, imbécil; ? Silva: no sehagan los imbéciles ¿cómo
PHAD-29;1;bobo;tonto; ? Vamos, no tehagas la boba ni
PHAD-1289;1;tonto;tonto; ? Venga, no tehagas el tonto tú
PHAD-741;1;loco;; ? Y no tehagas la loca que
PHAD-663;1;interesante;; ? Yo, parahacerte el interesante
PHAD-1241;1;tonto;tonto; ?', se preguntaba,haciéndose la tonta 
PHAD-487;1;grande;; ¿Y una cabra chica a quien casi se le desgarra el útero por hacerse la grande?
PHAD-831;1;loco;; …L ¡No tehagas el loco! Eres
PHAD-667;1;interesante;;" "" me contestahaciéndose el interesante"
PHAD-494;1;güeno;bueno;" "",dijo uno,haciéndose el güeno"" "
PHAD-781;1;loco;; (Estás o tehaces el loco Mark
PHAD-739;1;loco;; ) basta dehacerte la loca 
PHAD-782;1;loco;;-No tehagas el loco aunque
PHAD-542;1;importante;; }=Pues parahacerse el importante
PHAD-466;1;gracioso;; }=Sí, ahorahacete el gracioso,
PHAD-1121;1;simpático;; }=- Amalia: ¡Ahorahacéte la simpática
PHAD-1396;1;vivo;; }=- ANUNCIACI”N - ¡ Hacete el vivo
PHAD-1093;1;samaritano;; No sehaga el samaritano 
PHAD-54;1;boludo;tonto Arg RepDom; No tehagas el boludo Sabes
PHAD-527;1;imbécil;tonto, imbécil; No tehagas el imbécil 
PHAD-1008;1;payaso;gracioso; No tehagas el payaso
PHAD-1284;1;tonto;tonto; No tehagas el tonto Abu
PHAD-1028;1;pendejo;tonto ;¡No tehagas el pendejo Rafael!
PHAD-496;1;güevón;tonto imbécil huevón-perezoso;No tehagas el güevón porque
PHAD-1027;1;pendejo;tonto ;No tehagas el pendejo que
PHAD-1286;1;tonto;tonto;" &ndash; No tehagas el tonto niño,"
PHAD-86;1;bruto;; A lo mejor me hago la bruta para que me traten así.
PHAD-1283;1;tonto;tonto; ABUELA- No tehagas el tonto Entra
PHAD-110;1;cariñoso;; Al llegar las visitas, se hace el cariñoso, para luego volver a tratarte mal.
PHAD-90;1;bueno;; Alcalde, no te hagas el bueno, que no te vamos a votar.
PHAD-1225;1;tontito;tonto; Aurora: No tehagas el tontito ya
PHAD-171;1;culto;; Ay, no tehagas el culto Ya
PHAD-504;1;hueón;tonto, imbécil, huevón-perezoso; Bárbara: No tehagas el hueón ¿Por
PHAD-286;1;encantador;; C- No tehagas el encantador ¡Gracias!
PHAD-1238;1;tonto;tonto; CARNICERO: No tehagas la tonta 
PHAD-1399;1;zonzo;tonto; Dale, no tehagas el zonzo 
PHAD-7;1;alegre;; De ahí que se hiciera el alegre cuando yo me le quejaba de la rodilla,
PHAD-225;1;digno;;" Dejá dehacerte la digna"""
PHAD-190;1;despistado;despistado; Dicho esto, sehizo el despistado y
PHAD-109;1;caradura;; el Despije, muy diplomáticamente cambia de tema o se hace el Caradura.
PHAD-1237;1;tonto;tonto; Elsa- No sehaga la tonta porque
PHAD-1094;1;santito;santo; Epsilon4 Pero tehacés la santita y
PHAD-148;1;cínico;; Fernanda: No tehagas el cínico porque
PHAD-874;1;mártir;; Guillermo- ¿Quiereshacerte la mártir 
PHAD-1000;1;otario;; hacerse el otario
PHAD-217;1;difícil;; hacerse la difícil
PHAD-48;1;boludo;tonto Arg RepDom; Hacete la boluda 
PHAD-884;1;menso;tonto EcEL Salv Hond Mex Nic; Heberto: ¡No tehagas la mensa! 
PHAD-1102;1;santurrón;santo; Hermano: No tehagas el santurrón que
PHAD-1275;1;tonto;tonto; Igual, no noshagamos las tontas y
PHAD-1282;1;tonto;tonto; JORGE: No sehaga el tonto conmigo
PHAD-30;1;bobo;tonto; Josefina sehizo la boba porque
PHAD-1236;1;tonto;tonto; Karina: No tehagas la tonta me
PHAD-780;1;loco;; Laura: No tehagas el loco 
PHAD-1056;1;piola;idiom: el listo Arg; LITO- No tehagás la piola conmigo
PHAD-1235;1;tonto;tonto; LOBO- No tehagas la tonta 
PHAD-1194;1;sordo;tonto ; Los gobernantes sehacen los sordos y
PHAD-1234;1;tonto;tonto; Madre: No tehagas la tonta 
PHAD-358;1;estrecho;; Magda- No tehagas el estrecho Andersen
PHAD-706;1;leso;tonto Chile; Margarita No tehagas el leso 
PHAD-1349;1;triste;; me advirtió que seguro Alvaro se haría el triste pero luego escurriría el bulto, qué remedio.
PHAD-94;1;bueno ;; No se ablanda, porque a ella no se la dan, nadie se la da, y la nueva sólo pretende hacerse la buena.
PHAD-513;1;huevón;tonto, imbécil, huevón-perezoso; No se haga el huevón, compaÑero, ya le dije que necesitamos una carta por semana.
PHAD-113;1;celoso;; No se haga la celosa que no le queda bien. Celoso debería estar yo, pero no soy nada posesivo.
PHAD-338;1;entendido;; No sientes el más mínimo deseo de hacerte el entendido y te arrepientes de no haberle advertido que lo dejara por más tiempo, 
PHAD-192;1;despistado;despistado; No tehagas el despistado tonto
PHAD-258;1;duro;; Papá desconfiaba, sehizo el duro le
PHAD-131;1;chulo;; Pilar: ( haciéndose la chula 
PHAD-587;1;inocente;; por ello se hace totalmente innecesario la colocación de sistemas de calor o iluminación especiales en las jaulas de estos animales,
PHAD-20;1;atrevido;; por lo demás no puede hacerse el atrevido ante mis dos hermanos que están requete contentos con mis nuevas proezas.
PHAD-1281;1;tonto;tonto; Reina- No tehagas el tonto conmigo
PHAD-1233;1;tonto;tonto; Sally: No tehagas la tonta ¿Por
PHAD-573;1;ingenuo;; Se enfadó conmigo, me hice la ingenua para ver si salvaba algo,
PHAD-8;1;amistoso ;; Se preguntaba Olivia si habría sospechado algo. Descartó la idea, pero tuvo que hacerse la amistosa y sonreír,
PHAD-1232;1;tonto;tonto; SEÑORA- No tehagas la tonta ¿Quieres
PHAD-95;1;bueno ;; sino por ti, por hacerte el buena onda, el comprometido, el que sacrifica su vida por su hijo.
PHAD-45;1;bobo;tonto; Sonia No sehagan los bobos En
PHAD-395;1;fino;; Tehaces la fina porque
PHAD-422;1;generoso;;" Te haces el generoso; pero cuando te has acordado de nosotros, sólo ha sido para perjudicarnos."
PHAD-1398;1;zonzo;tonto; Vamos, no tehagas el zonzo que
PHAD-1231;1;tonto;tonto; Venga, no tehagas la tonta acuérdate
PHAD-198;1;desvalido;; Y siempre ha sido muy rentable, con los hombres, hacerse la desvalida. ¿Verdad, querida?
PHAD-1280;1;tonto;tonto; YANET - No tehagas el tonto Sabes
PHAD-107;1;cándido ;;¿Al banco?, pregunté haciéndome el cándido.
PHAD-111;1;cariñoso ;;¿Cuándo vas a venir a verlo?, y tú, haciéndote el cariñoso, el amable, el dispuesto a complacerla.
PHAD-105;1;callado;;¿dónde está mi mundo? ¿por qué no me dices nada? ¿por qué te haces el callado? ¿por qué? 
PHAD-779;1;loco;;¿me entiendes? Tehaces el loco 
PHAD-22;1;avezados;;¿No crees sobrino? Mira ´de los escarmentados se hacen los avezados, yo te lo previne'. ´Ponte muy buzo dijo Caruso'.
PHAD-117;1;chileno;;¿No era sospechoso eso de hacerse el chileno para substraerse al esfuerzo bélico, al de la espantosa lucha,
PHAD-1388;1;vivo;;¿Se hace el vivo? ¿Magda
PHAD-343;1;escéptico;;¿Sí será verdad que se está muriendo? -preguntó Finkelstein haciéndose el escéptico cuando Carmelo le contó lo que le había pasado con el mexicano-
PHAD-882;1;memo;tonto;(Gritando a Yaísunide con la boca llena.) ¡Deja ya de hacerte el memo!
PHAD-996;1;oscuro;;(Se hace el oscuro bruscamente)
PHAD-995;1;oscuro;;(Se hace el oscuro en
PHAD-1086;1;ridículo;;A ver si acabas de pelarme esas papas y dejas de hacerte la ridícula.
