código;freq;nombre;info de complementos;Funcionan sin?;INFO;METAFORICO;SIGNIFICA;DISTANCIA;fuente;meta;enunciado;;;;;;;;;;;;;;;;;;
PVNI-0647;1;instrumento;capaz;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; instrumento;instrumento capaz de;volvía un instrumento capaz ;;;;;;;;;;;;;;;;;;
PVNI-0840;1;instrumento;de…;SUSTANTIVO COMPUESTO;de PVNIS;sí;libre, cultural ,liberalizado;mucha;estado;instrumento de cultua libre;vuelve un instrumento de ;;;;;;;;;;;;;;;;;;
PVNI-0302;1;insumo;⍬;Sí;;sí;;;;;por otra parte, debido a que es utilizada en muchos procesos productivos, se vuelve un insumo y un bien básico en la generación de valor. ;;;;;;;;;;;;;;;;;;
PVNI-0303;1;inteligencia;autónoma;SUSTANTIVO COMPUESTO;;sí;adaptable, autónomo, inteligente, ;mucha; espacio físico;inteligencia;el espacio demoniaco per se, el resort en lo alto de las montañas de Colorado que se vuelve una inteligencia autónoma,  por Gilles Deleuze.;;;;;;;;;;;;;;;;;;
PVNI-0305;1;jaula;⍬;Sí;;sí;;;;;Empecé a buscar un pretexto para despedirme, porque, de repente, el Chim Pum Callao se volvió una jaula.;;;;;;;;;;;;;;;;;;
PVNI-0306;1;jeep;⍬;Sí;;no;;;;; no iban más allá de los cambios mínimos de nombres (París era siempre San Salvador, pero Madrid también, y Venecia), y la modernización de objetos y acciones (una carroza se volvía un jeep, escribir una carta pasaba a ser hablar por teléfono).;;;;;;;;;;;;;;;;;;
PVNI-0307;1;jerigonza;extraviante;sí;;sí;;;;;la jerga estructuralista, incluido el desmenuzamiento lingüístico del texto -y dele a cada rato con el texto, con la producción textual, con las marcas textuales-, todo aquello se volvió una jerigonza extraviante para cualquier lector no sintonizado del todo con ella.;;;;;;;;;;;;;;;;;;
PVNI-0308;1;joven;de gran belleza;sí;;sí;;;;;Helena aprendía con facilidad. Conforme creció, y se volvía una jovencita de gran belleza,;;;;;;;;;;;;;;;;;;
PVNI-0309;1;jubilado;artrítico y cascarrabias;sí;;sí;;;;;?Cayetano confiaba todavía en encontrar a la mujer de su vida y en llegar a ser padre de un niño o una niña, lo mismo le daba, mientras fuese sanito, antes de quedarse completamente calvo y volverse un jubilado artrítico y cascarrabias.;;;;;;;;;;;;;;;;;;
PVNI-0310;1;judas;sin árbol;SUSTANTIVO COMPUESTO;nombre propio;sí;desleal;poca; persona;persona concreta;ra la última fiesta en El Dorado, la noche en que sus amigos le traicionaban y se volvían unos Judas sin árbol donde colgarse.;;;;;;;;;;;;;;;;;;
PVNI-0311;1;juego;⍬;Sí;;sí;;;;;El significado se vuelve un juego siempre en movimiento;;;;;;;;;;;;;;;;;;
PVNI-0312;1;juego;de niños;sí;;sí;;;;;De un zarpazo destruyó el sueño. Su traición hizo que la mía se volviera un juego de niños.;;;;;;;;;;;;;;;;;;
PVNI-0313;1;juego;de miradas;sí;;sí;;;;;Todo se vuelve un juego de miradas, la señora de lentes ve al tipo de la gorrita, éste al joven del traje, él a la mujer atractiva, ella al señor de barba, el de barba al encargado;;;;;;;;;;;;;;;;;;
PVNI-0314;1;juego;siniestro;Sí;;sí;;;;;Como consecuencia de lo anterior, la política se vuelve un juego siniestro, en el que las reglas no están claras;;;;;;;;;;;;;;;;;;
PVNI-0315;1;juego;de préstamos sobre;sí;;sí;;;;;Todo se volvió un juego de préstamo sobre préstamo;;;;;;;;;;;;;;;;;;
PVNI-0317;1;laberinto;de chismes;sí;;sí;;;;;Las versiones se mezclan, cooperan para que todo se vuelva un laberinto de chismes y quejas sobre los mismos problemas de siempre.;;;;;;;;;;;;;;;;;;
PVNI-0695;1;labor;estresante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;trabajo;labor estresante;Si su trabajo no le llama la atención o no está de acuerdo a sus habilidades puede volverse una labor estresante.;;;;;;;;;;;;;;;;;;
PVNI-0318;1;lago;cristalino;sí;;sí;;;;; allá donde el río se vuelve un lago cristalino y un grupo de pescadores lo suba a su bote;;;;;;;;;;;;;;;;;;
PVNI-0319;1;lamento;⍬;Sí;;sí;;;;;" Matus acelera y su respiración se vuelve un lamento;";;;;;;;;;;;;;;;;;;
PVNI-0320;1;legión;de vampiros;sí;determinado porque tiene complementos;sí;;;;;La humanidad completa se volvió una legión de vampiros, una multitud de ratas detenidas en medio de la pista de baile, a centímetros del despeñadero.;;;;;;;;;;;;;;;;;;
PVNI-0321;1;leyenda;instalada;Sí;;sí;;;;;" BUEN EJEMPLO ""Roberto Goyeneche: terminó por volverse una leyenda instalada en los oídos de las nuevas generaciones, que se acercaron al tango a través de su voz.""";;;;;;;;;;;;;;;;;;
PVNI-0322;1;leyenda;deportivo brasileña;sí;;sí;;;;;" BUEN EJEMPLO ""El progenitor se volvió una leyenda deportivo brasileña con tres campeonatos mundiales, 23 victorias y 60 podios."",";;;;;;;;;;;;;;;;;;
PVNI-0323;1;libro;abierto;SUSTANTIVO COMPUESTO;;sí;evidente, claro, transparente;mucha;cielo;libro abierto;En primavera aparecían los ovnis, el cielo se volvía un libro abierto en el que leíamos mensajes extraterrestres,;;;;;;;;;;;;;;;;;;
PVNI-0669;1;libro;consultado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;libro;libro consultado; Pese a los avatares, Perro del amor se vuelve un libro intertextualmente consultado por poetas.;;;;;;;;;;;;;;;;;;
PVNI-0841;1;libro;de culto;SUSTANTIVO COMPUESTO;de PVNIS;sí;fundamental;poca; libro;libro de culto;Psicoanálisis del mito en los años sesenta y setenta es leído y estudiado en las universidades estadunidenses, se vuelve un libro de culto -la cultura underground se va convirtiendo en lo que hoy denominamos New Age- ;;;;;;;;;;;;;;;;;;
PVNI-0324;1;liturgia;de la palabra;sí;;sí;;;;;?Promueve un dogma y una moral, que en el verbo sileano se vuelve una liturgia de la palabra.;;;;;;;;;;;;;;;;;;
PVNI-0325;1;llamarada;⍬;Sí;;sí;;;;;"No dejes que la llama del amor se apague en tu interior, sóplala, quizá, algún día podrá volverse una llamarada, de nuevo""";;;;;;;;;;;;;;;;;;
PVNI-0326;1;lluvia;de meteoritos;sí;;sí;;;;;Ni siquiera podían recordar la última noche de calma de 1986, antes de que sus vidas se volvieran una lluvia de meteoritos y cada uno cayera en planetas diferentes, tan lejanos.;;;;;;;;;;;;;;;;;;
PVNI-0327;1;locura;⍬;Sí;;sí;;;;;La recámara del hogar de ambos abogados mexicanos, en San Francisco, se volvió una locura. ;;;;;;;;;;;;;;;;;;
PVNI-0328;1;lodo;helado;sí;;no;;;;;esa nieve sobre las calles de tierra se volvía un lodo helado, espeso y sucio, lleno de aceite de carros y de mierda que se desbordaba, ;;;;;;;;;;;;;;;;;;
PVNI-0329;1;lodo;⍬;Sí;;sí;;;;;y la sábana se vuelva un lodo, nadie asegura que no pueda desaparecer también sin dejar rastro e inmediatamente caiga un cielorraso de agua.;;;;;;;;;;;;;;;;;;
PVNI-0330;1;lombriz;⍬;Sí;;sí;;;;;"""-Ahora estamos en el mismo bando -sonrió, y el bigotito se onduló hasta volverse una lombriz-.""";;;;;;;;;;;;;;;;;;
PVNI-0331;1;lucha;constante;sí;determinado porque tiene complementos;sí;;;;;La vida se vuelve una lucha constante, una batalla sin tregua.;;;;;;;;;;;;;;;;;;
PVNI-0332;1;luciérnaga;enorme;sí;;sí;;;;;"Porque cuando estábamos juntos el día se sacudía el polvo de encima y se volvía una luciérnaga enorme sobre la que tú y yo recorríamos la ciudad en círculos perfectos e inservibles""";;;;;;;;;;;;;;;;;;
PVNI-0641;1;lugar;atractivo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;viena;lugar atractivo;Los dos renovaron mucho. Viena se volvió un lugar atractivo.;;;;;;;;;;;;;;;;;;
PVNI-0733;1;lugar;inhóspito;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mundo;lugar inhóspito;apenas hablaba, el mundo se volvía un lugar más inhóspito;;;;;;;;;;;;;;;;;;
PVNI-0754;1;lugar;mejor;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;mundo;un lugar mejor;volverse un lugar mejor. ;;;;;;;;;;;;;;;;;;
PVNI-0764;1;lugar;peligroso;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;hogar;lugar peligroso;el hogar, en lugar de constituir un espacio seguro, en que niños y niñas puedan desempeñarse autónomamente, se vuelve un lugar efectivamente peligroso,;;;;;;;;;;;;;;;;;;
PVNI-0333;1;machote;⍬;Sí;;sí;;;;;El autor se dio cuenta de que su aportación teórica a la escritura de guiones se volvía un machote y una sarta de lugares comunes,;;;;;;;;;;;;;;;;;;
PVNI-0334;1;magnate;de la mecánica;sí;;sí;;;;;uando Jacinto se volvió un magnate de la mecánica -con sus talleres-, era quien le arreglaba los carros,;;;;;;;;;;;;;;;;;;
PVNI-0335;1;mago;⍬;Sí;;sí;;;;;Se especializó en hacer cateterismos para explorar el estado de las arterias de los pacientes. Se volvió un mago en esa especialidad. ;;;;;;;;;;;;;;;;;;
PVNI-0336;1;maleza;⍬;Sí;;no;;;;;Por ser una planta tolerante tanto al sol como a la sombra es ornamental y usada en muchas partes del mundo. Puede volverse una maleza en algunos lugares. ;;;;;;;;;;;;;;;;;;
PVNI-0337;1;mancha;roja;Sí;;no;;;;;o tal vez era que él había sacado la fotografía con las persianas del cuarto bajas y en la hora del atardecer. Cuando la imagen se volvió una mancha roja, Fracassi hizo un buche para aclararse la garganta ;;;;;;;;;;;;;;;;;;
PVNI-0338;1;mancha;de angustia;sí;;sí;;;;;"A veces, Laura se demoraba; las obligaciones le hacían perder pie. Entonces, el reloj se volvía una mancha de angustia, una queja.";;;;;;;;;;;;;;;;;;
PVNI-0339;1;mancha;incolora;Sí;;sí;;;;; en volverse una mancha incolora, filigrana imperceptible del suelo o las paredes.;;;;;;;;;;;;;;;;;;
PVNI-0340;1;mancha;oscura;Sí;;sí;;;;;No pudo recordar. Insistió una y otra vez. Se golpeó con los puños y nada. Todo se volvía una mancha oscura, como si entrara a un agujero negro. ;;;;;;;;;;;;;;;;;;
PVNI-0341;1;mancha;blancuzca;sí;;sí;;;;; El parque de inmediato se volvía una mancha blancuzca de objetos indefinidos y las palomas eran extraños seres deformes que se movían tontamente en el suelo.;;;;;;;;;;;;;;;;;;
PVNI-0842;1;manera;de compensar;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; subsidios;manera de compensar;se volvieron una manera de compensar una falencia del Estado;;;;;;;;;;;;;;;;;;
PVNI-0843;1;manera;de socializar;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mensaje;manera de;El mensaje de texto no parece sólo una forma de comunicarse.Por lo menos, para los jóvenes de clase media se volvió una manera de socializar.;;;;;;;;;;;;;;;;;;
PVNI-0342;1;máquina;⍬;Sí;;sí;;;;;Gerardo Lugo fue parte del Cruz Azul que se volvió una Máquina en los 70, ganando un bicampeonato.;;;;;;;;;;;;;;;;;;
PVNI-0343;1;máquina;que fabrica;sí;;sí;;;;;"En los ""Paragraphs on Conceptual Art"", Sol Lewitt afirma que la idea se vuelve una máquina que fabrica arte.";;;;;;;;;;;;;;;;;;
PVNI-0344;1;máquina;incansable;Sí;;sí;;;;;Me desconecté de mi cuerpo y mis sensaciones, sólo así consigues dar, para volverme una máquina incansable.;;;;;;;;;;;;;;;;;;
PVNI-0346;1;mar;lleno de colores;Sí;;sí;;;;;Las flores acompañan a la virgen en su procesión hacia la iglesia. Las palmas se elevan y se vuelven un mar lleno de colores.;;;;;;;;;;;;;;;;;;
PVNI-0347;1;mar;inmenso;Sí;;sí;;;;;En el caso de la literatura, esta obra se vuelve un mar inmenso de aguas caudalosas, por lo que es necesario entrar con remos firmes para no ser embestidos por una de tantas olas gigantes que desborda el texto.;;;;;;;;;;;;;;;;;;
PVNI-0348;1;mar;azul;Sí;;sí;;;;;Pronto, los campos de cultivo dieron paso al desierto en sí con sus dunas y cactus. Luego, el horizonte se volvió un mar azul profundo;;;;;;;;;;;;;;;;;;
PVNI-0349;1;maremagno;imparable;Sí;;sí;;;;;Gerardo Kleinburg demuestra que no es necesario apostar por una historia donde el anecdotario se vuelva un maremagno imparable de avatares inútiles o más o menos significativos. ;;;;;;;;;;;;;;;;;;
PVNI-0350;1;martilleo;⍬;Sí;;sí;;;;;o bien responde al octosílabo y a la asonancia, y entonces el pasaje se vuelve un martilleo, y espinoso hasta las fronteras de lo ininteligible ;;;;;;;;;;;;;;;;;;
PVNI-0351;1;mártir;⍬;Sí;nombre porpio un Flaubert;sí;;;;;No es cuestión de volverse un mártir, un Flaubert,;;;;;;;;;;;;;;;;;;
PVNI-0352;1;máscara;necesaria;Sí;;sí;;;;;El auricular se volvió una máscara necesaria y por él, nuestra pequeñísima cofradía subsistía.;;;;;;;;;;;;;;;;;;
PVNI-0353;1;mata;de pelos;SUSTANTIVO COMPUESTO;CUANtificador;sí;descuidado;mucha;;;iría adelgazando hasta volverse una mata de pelos grises cubiertos de moscas verdes y de gusanos.;;;;;;;;;;;;;;;;;;
PVNI-0354;1;mata;de escoba;sí;;sí;;;;;el haitiano rápidamente se volvió una mata de escoba amarga.;;;;;;;;;;;;;;;;;;
PVNI-0355;1;matón;⍬;Sí;;sí;;;;;empezó a buscarle un internado para que no se volviera un matón, un asesino. ;;;;;;;;;;;;;;;;;;
PVNI-0356;1;menjunje;⍬;Sí;;sí;;;;; Allí, Ser digno de ser se vuelve un menjunje, perdiendo progresivamente su eje a medida que avanza.;;;;;;;;;;;;;;;;;;
PVNI-0357;1;mercado;atractivo;SUSTANTIVO COMPUESTO;;sí;suspicaz;mucha; país;mercado;con lo cual México se vuelve un mercado atractivo para vender, no para producir.;;;;;;;;;;;;;;;;;;
PVNI-0358;1;mercado;de imposturas;SUSTANTIVO COMPUESTO;;sí;vanidoso, falso, cómico;mucha;situación;mercado;Aquello entonces se vuelve un mercado de imposturas y de improvisaciones bastante deleznable y serán pocos los casos donde valga la pena.;;;;;;;;;;;;;;;;;;
PVNI-0359;1;metáfora;mayor;sí;;sí;;;;; los discursos de Abimael se vuelve una metáfora mayor del sentido del libro ;;;;;;;;;;;;;;;;;;
PVNI-0360;1;metáfora;de la problemática;sí;;sí;;;;; Esto se vuelve una metáfora de la problemática de Alvaro y un adelanto de las acciones del siguiente capítulo. ;;;;;;;;;;;;;;;;;;
PVNI-0361;1;metáfora;de la imposición;sí;;sí;;;;;Así la relación entre matrimonio y el 68 se vuelve una metáfora de la imposición del orden,;;;;;;;;;;;;;;;;;;
PVNI-0362;1;metrópoli;de tres millones de habitantes;sí;determinado porque tiene complementos;sí;;;;;No sigamos pensando en chiquito. La capital hace tiempo que dejó de ser un pueblón, para volverse una metrópoli de tres millones de habitantes que usan agua;;;;;;;;;;;;;;;;;;
PVNI-0363;1;miembro;obstinado;SUSTANTIVO COMPUESTO;;sí;extensivo;mucha; instrumento;miembro del cuerpo;tienen que sostener el violonchelo entre las piernas porque cuando se toca el chelo éste se vuelve un miembro obstinado del propio cuerpo, ;;;;;;;;;;;;;;;;;;
PVNI-0364;1;mierda;⍬;Sí;;sí;;;;;Qué lío separarse, dijo al rato. Sí, todo se vuelve una mierda, anoté.;;;;;;;;;;;;;;;;;;
PVNI-0365;1;mierda;⍬;Sí;;sí;;;;;el mundo se volvió una mierda, lo que es ya no es lo que era,;;;;;;;;;;;;;;;;;;
PVNI-0366;1;mierda;⍬;Sí;;sí;;;;;Y después todo se volvió una mierda. Pero eso fue mucho después. Antes fue París.;;;;;;;;;;;;;;;;;;
PVNI-0367;1;mierda;⍬;Sí;;sí;;;;;Tu vida se vuelve una mierda, simplemente porque al señor le dio asco el color de las uñas de tus pies.;;;;;;;;;;;;;;;;;;
PVNI-0368;1;minifundio;⍬;Sí;;sí;;;;;De pronto, aquello que una vez consideré un imperio se volvió un minifundio. Y Camila, la otrora gran Camila, la que anteriormente provocaba revoluciones en mi cuerpo, desnuda a mi lado, preguntaba qué me ocurría.;;;;;;;;;;;;;;;;;;
PVNI-0680;1;misión;difícil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; misión;misión difícil;Hallar algún artículo de los Tecos ya sea llaveros, plumas, banderas o playeras, se vuelve una misión difícil.;;;;;;;;;;;;;;;;;;
PVNI-0369;1;misterio;⍬;Sí;;sí;;;;;Hablaba rápido, pastoso, muchas de sus palabras se volvían un misterio cada vez que se mordía la barba. ;;;;;;;;;;;;;;;;;;
PVNI-0370;1;mito;⍬;Sí;;sí;;;;;De esta manera se vuelve un mito, ;;;;;;;;;;;;;;;;;;
PVNI-0371;1;mito;del último siglo;sí;;sí;;;;;Pero para un escritor que se volvió un mito del último siglo a través de una obra terriblemente coherente, elaborada e imaginativa, una biografía acerca al hombre y domestica la idealización.;;;;;;;;;;;;;;;;;;
PVNI-0372;1;moda;⍬;Sí;;sí;;;;; la variolación empezó a volverse una moda entre las clases acomodadas, ;;;;;;;;;;;;;;;;;;
PVNI-0373;1;moda;⍬;Sí;;sí;;;;;Queremos que no se vuelva una moda de consumo burguesa, sino una fuente de sustentabilidad.;;;;;;;;;;;;;;;;;;
PVNI-0374;1;moda;⍬;Sí;;sí;;;;;Nada raro que en el futuro se vuelva una moda. Es que aquí,;;;;;;;;;;;;;;;;;;
PVNI-0375;1;moda;⍬;Sí;;sí;;;;;A lo más, seguirán apareciendo cadáveres con poemas. A lo mejor hasta se vuelve una moda. Y pasará, como todas las modas.;;;;;;;;;;;;;;;;;;
PVNI-0376;1;moda;⍬;Sí;;sí;;;;;cómo puedes identificar a un asesino serial en una tribu en la que matar de una forma determinada se vuelve una moda.;;;;;;;;;;;;;;;;;;
PVNI-0377;1;moda;⍬;Sí;;sí;;;;;hasta el sencillo peinado de una ama de casa dispuesta a quitarle el polvo a las sillas, se volvían una moda unánime y grandiosa.;;;;;;;;;;;;;;;;;;
PVNI-0378;1;moda;⍬;Sí;;sí;;;;;que lleva bebiendo vinos desde mucho antes de que esta tontera -así la llama- se volviera una moda;;;;;;;;;;;;;;;;;;
PVNI-0844;1;modo;de control;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; actuación del gobierno;modo de control;una especie de tocadas improvisadas que llevan años generándose y, ahora, fomentadas por el gobierno local, al grado de volverse un modo de control social.;;;;;;;;;;;;;;;;;;
PVNI-0379;1;molestia;⍬;Sí;;sí;;;;;Mi juventud se vuelve una molestia, y mis males se comportan de una manera extraña.;;;;;;;;;;;;;;;;;;
PVNI-0380;1;molestia;⍬;Sí;;sí;;;;;Cansa beber el mismo vodka, comer la misma tortilla inveterada de todos los tiempos, todo se vuelve una molestia,;;;;;;;;;;;;;;;;;;
PVNI-0381;1;momia ;sin vida;Sí;;sí;;;;;" es el Estados Unidos conservador e imperial rodeándose de muros para salvar la pureza de su mentada ""particularidad histórica"", de su Dios privatizado, de su libertad que en el discurso de los fanáticos se vuelve una momia sin vida, excusa para otras opresiones.";;;;;;;;;;;;;;;;;;
PVNI-0382;1;moneda;de uso;SUSTANTIVO COMPUESTO;;sí;irrelevante;mucha;hipótesis;moneda;De un tiempo a esta parte, los hechos que comprueban su hipótesis de trabajo han comenzado a volverse moneda de uso corriente:;;;;;;;;;;;;;;;;;;
PVNI-0383;1;monopolio;⍬;Sí;;sí;;;;;Wikipedia se convertirá en la casi única enciclopedia. El hecho de que se vuelva un monopolio no desvirtuará su base social amplia:;;;;;;;;;;;;;;;;;;
PVNI-0384;1;monotonía;⍬;Sí;abstracto;sí;;;;;ocurre en aquel matrimonio en el que no se cultiva el amor, se comienzan a alejar uno del otro y que se vuelve una monotonía, un día a día en el que no sucede nada interesante ;;;;;;;;;;;;;;;;;;
PVNI-0385;1;monstruo;⍬;Sí;;sí;;;;;"""tener una percepción subjetiva a través de la risa, aprender a no sufrir sin volverte un monstruo ";;;;;;;;;;;;;;;;;;
PVNI-0386;1;monstruo;⍬;Sí;;sí;;;;;"¿Alguien puede entender de lo que hablo cuando digo que mi amante se volvió un monstruo?  que sus uñas se hayan vuelto robustas y su voz gruesa?""";;;;;;;;;;;;;;;;;;
PVNI-0387;1;monstruo;⍬;Sí;;sí;;;;;" ""vuelto un monstruo él mismo, porque da la impresión de que Donoso quiso lograr ese efecto de deformidad deformando el texto""";;;;;;;;;;;;;;;;;;
PVNI-0388;1;monstruo;de escamas;sí;;sí;;;;;"""Que yo soy el que cambié. Tal vez soy yo quien se volvió un monstruo de escamas y ronquidos"".";;;;;;;;;;;;;;;;;;
PVNI-0389;1;montaña;⍬;Sí;;sí;;;;;"Tan armado y no se puede defender como si no tuviera manos; con una cara que se volvería una montaña y sólo es polvo que puedes soplar, una leve brizna en el viento.";;;;;;;;;;;;;;;;;;
PVNI-0390;1;montaña;⍬;Sí;;sí;;;;;Fue como si el mundo se hubiera vuelto una montaña, y ella debiera escalarla. ¿Cómo hacerlo?;;;;;;;;;;;;;;;;;;
PVNI-0461;1;montón;de piedras;SUSTANTIVO COMPUESTO;cuantificador;sí;pesado, inerte;mucha;perosna;montón de piedras;Es como golpear el suelo y volverse un montón de piedras.;;;;;;;;;;;;;;;;;;
PVNI-0391;1;moña;⍬;Sí;;sí;;;;;"""Luego es verdad que cuando tienes un hijo adquieres otra sensibilidad, una cierta ternura, te vuelves más..., más sensi..., más blandi..., te vuelves un moña, vamos.""";;;;;;;;;;;;;;;;;;
PVNI-0392;1;mosaico;de enlaces;sí;;sí;;;;;Pero empezó a agregarle componentes, programas, vínculos... su escritorio se volvió un mosaico de enlaces, muchos de los cuales ahora no tiene idea para qué son. ;;;;;;;;;;;;;;;;;;
PVNI-0393;1;mosca;peluda y grande;Sí;;no;;;;;Si, si. Lo sé. Si pudiese tener una mano libre juraría que no lo dudo. ¿No puede ser la historia de cómo me vuelvo una mosca peluda y grande?;;;;;;;;;;;;;;;;;;
PVNI-0394;1;motor;⍬;Sí;;sí;;;;;La bautizó Jab (sus iniciales) pero bien podría llamarse Radio vida porque se volvió un motor. ;;;;;;;;;;;;;;;;;;
PVNI-0631;1;muchacho;ágil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;muchacho ágil; El hechizo surte efecto y el corredor en las vías se vuelve un muchacho ágil, de tiempo atrás y expresión iluminada,;;;;;;;;;;;;;;;;;;
PVNI-0702;1;muchacho;extraño;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; muchacho;muchaho extraño;Me volví un muchacho extraño y extrañado de sí mismo, temeroso de los otros.;;;;;;;;;;;;;;;;;;
PVNI-0845;1;muchacho;de esos;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; muchacho; muchaho de esos;"Sin que me hubiera dado cuenta, mi hijo
se volvió un muchacho de esos.
Se la pasaba en la calle.
¿Qué hacía?";;;;;;;;;;;;;;;;;;
PVNI-0395;1;muermo;⍬;Sí;;sí;;;;;se prohibieron y restringieron muchas diversiones y todo se volvió un muermo que para qué, incluyendo la música. ;;;;;;;;;;;;;;;;;;
PVNI-0638;1;mujer;apasionado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;mujer apasionada;"volvió una mujer apasionada; ";;;;;;;;;;;;;;;;;;
PVNI-0714;1;mujer;grave;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mujer;tipo de mujer;volvió una mujer grave, ;;;;;;;;;;;;;;;;;;
PVNI-0740;1;mujer;interesante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mujer;tipo de mujer;volvió una mujer más interesante;;;;;;;;;;;;;;;;;;
PVNI-0745;1;mujer;joven;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mujer;tipo de mujer;Levantarme las tetas y pasar largas horas en salones de belleza donde pueda volverme una mujer joven otra vez.;;;;;;;;;;;;;;;;;;
PVNI-0777;1;mujer;raro;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mujer;tipo de mujer;volvió una mujer rara, ;;;;;;;;;;;;;;;;;;
PVNI-0794;1;mujer;silencioso;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; mujer;tipo de mujer;volvió una mujer silenciosa ;;;;;;;;;;;;;;;;;;
PVNI-0846;1;mujer;de incansables atardeceres;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;nocturna;poca; mujer;tipo de mujer;Se volvió una mujer de incansables atardeceres y tercas batallas, que al final de los años setenta había probado el amor en varios frascos y se ganaba la vida haciendo un trabajo grato, por el que no le pagaban mal.;;;;;;;;;;;;;;;;;;
PVNI-0860;1;mujer;;;;sí;;mucha;;mujer;Levantarme las tetas y pasar largas horas en salones de belleza donde pueda volverme una mujer joven otra vez.;;;;;;;;;;;;;;;;;;
PVNI-0396;1;murmullo;⍬;Sí;abstracto sonido;sí;;;;;La voz de Ilse se había ido adelgazando hasta volverse un murmullo.;;;;;;;;;;;;;;;;;;
PVNI-0870;1;murmullo;;;;;;;;;Incluso su mirada se perdía en algún punto del vacío y bajaba tanto la voz que sus palabras se volvían un murmullo inaudible.;;;;;;;;;;;;;;;;;;
PVNI-0397;1;músico;profesional;SUSTANTIVO COMPUESTO;profesión u ocupación;no;;poca;persona;músico;A partir de ahí, cuando me volví un músico profesional, fui pensando ya en mi carrera en solitario.;;;;;;;;;;;;;;;;;;
PVNI-0657;1;nación;competitivo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; nación;nación más competitiva; una nación más competitiva;;;;;;;;;;;;;;;;;;
PVNI-0398;1;nata;⍬;Sí;;sí;;;;;Unas manos que insistieron fieramente en alcanzarlo pero el punzón comenzó a resplandecer y la saliva se volvió una nata entre sus dientes.;;;;;;;;;;;;;;;;;;
PVNI-0399;1;necesidad;de;sí;;sí;;;;;volvió una necesidad de ;;;;;;;;;;;;;;;;;;
PVNI-0400;1;necesidad;imperante;sí;;sí;;;;;volvió una necesidad imperante ;;;;;;;;;;;;;;;;;;
PVNI-0401;1;necesidad;interplanetaria;sí;;sí;;;;;volvió una necesidad interplanetaria, ;;;;;;;;;;;;;;;;;;
PVNI-0402;1;necesidad;imperioso;sí;;sí;;;;;vuelve una necesidad imperiosa ;;;;;;;;;;;;;;;;;;
PVNI-0403;1;necesidad;perentoria;sí;;sí;;;;;vuelve una necesidad perentoria ;;;;;;;;;;;;;;;;;;
PVNI-0404;1;necesidad;⍬;Sí;;sí;;;;;vuelve una necesidad recurrir ;;;;;;;;;;;;;;;;;;
PVNI-0405;1;necesidad;imperiosa;sí;;sí;;;;;vuelven una necesidad imperiosa.   -={;;;;;;;;;;;;;;;;;;
PVNI-0406;1;necesidad;⍬;Sí;;sí;;;;;?donde el monitoreo serológico para determinar el período adecuado para vacunar se vuelve una necesidad.;;;;;;;;;;;;;;;;;;
PVNI-0407;1;necesidad;⍬;Sí;;sí;;;;;?las máquinas y sus vástagos dejaron de ser una opción para volverse una necesidad,;;;;;;;;;;;;;;;;;;
PVNI-0408;1;negocio;⍬;Sí;;sí;;;;;Porque están esperando que el narcotráfico se vuelva un negocio.;;;;;;;;;;;;;;;;;;
PVNI-0409;1;negocio;⍬;Sí;;sí;;;;;Bueno, porque con el 'software' se hace dinero, es decir, se volvió un negocio.;;;;;;;;;;;;;;;;;;
PVNI-0699;1;negocio;explisivo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; negocio;tipo de negocio;la demanda de inteligencia escaló y las pyme de espionaje se volvieron un negocio explosivo.;;;;;;;;;;;;;;;;;;
PVNI-0719;1;negocio;ilícito;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;drogas;negocio ilícito;Las drogas bajarían de precio y dejarían de ser un gran negocio ilícito... Se volvería un negocio lícito y transparen;;;;;;;;;;;;;;;;;;
PVNI-0749;1;negocio;lucrativo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; negocio;tipo de negocio; la venta de agua se volvió un negocio lucrativo;;;;;;;;;;;;;;;;;;
